    DATE,    TIME,Regulator Inlet Pressure,Regulator Out Pressure, AMBIENT, LINE IN, REG BOD, LINE OUT
2/1/2017,12:41:45,30158,30108,70.7,63.1,66.7,65.7
2/1/2017,12:41:46,30166,30117,70.7,63.1,66.7,65.7
2/1/2017,12:41:47,30181,30133,70.7,63.1,66.7,65.7
2/1/2017,12:41:48,30192,30146,70.7,63.1,66.7,65.7
2/1/2017,12:41:49,30209,30158,70.7,63.1,66.7,65.7
2/1/2017,12:41:50,30217,30168,70.6,63.1,66.7,65.7
2/1/2017,12:41:51,30226,30178,70.6,63.1,66.7,65.7
2/1/2017,12:41:52,30230,30179,70.6,63.1,66.7,65.7
2/1/2017,12:41:53,30181,30126,70.4,63.1,66.7,65.7
2/1/2017,12:41:54,30154,30106,70.4,63.1,66.7,65.7
2/1/2017,12:41:55,30142,30096,70.4,63.1,66.7,65.7
2/1/2017,12:41:56,30178,30128,70.4,63.1,66.7,65.7
2/1/2017,12:41:57,30220,29980,70.4,63.1,66.7,65.7
2/1/2017,12:41:58,30231,29797,70.4,63.1,66.7,65.7
2/1/2017,12:41:59,30224,29854,70.3,63.1,66.7,65.7
2/1/2017,12:42:00,30209,30019,70.3,63.1,66.7,65.7
2/1/2017,12:42:01,30184,30137,70.3,63.1,66.7,65.7
2/1/2017,12:42:02,30157,30087,70.3,63.1,66.7,65.7
2/1/2017,12:42:03,30159,30027,70.3,63.1,66.7,65.7
2/1/2017,12:42:04,30178,30053,70.4,63.1,66.7,65.7
2/1/2017,12:42:05,30178,29844,70.4,63.1,66.7,65.7
2/1/2017,12:42:06,30186,29960,70.4,63.1,66.7,65.7
2/1/2017,12:42:07,30190,30043,70.3,63.1,66.6,65.7
2/1/2017,12:42:08,30189,30079,70.3,63.1,66.6,65.7
2/1/2017,12:42:09,30173,30097,70.3,63.1,66.6,65.7
2/1/2017,12:42:10,30160,30116,70.2,63.1,66.7,65.7
2/1/2017,12:42:11,30175,29987,70.2,63.1,66.7,65.7
2/1/2017,12:42:12,30190,29817,70.2,63.1,66.7,65.7
2/1/2017,12:42:13,30046,29941,70,63.1,66.7,65.7
2/1/2017,12:42:14,29865,28708,70,63.1,66.7,65.7
2/1/2017,12:42:15,29586,28511,70,63.1,66.7,65.7
2/1/2017,12:42:16,29640,28444,69.8,63.1,66.6,65.7
2/1/2017,12:42:17,29699,26794,69.8,63.1,66.6,65.7
2/1/2017,12:42:18,29648,26950,69.8,63.1,66.6,65.7
2/1/2017,12:42:19,29674,26531,69.8,63.1,66.7,65.7
2/1/2017,12:42:20,29702,25137,69.8,63.1,66.7,65.7
2/1/2017,12:42:21,29744,24084,69.8,63.1,66.7,65.7
2/1/2017,12:42:22,29779,23500,69.8,63.1,66.6,65.7
2/1/2017,12:42:23,29714,23778,69.8,63.1,66.6,65.7
2/1/2017,12:42:24,29768,23025,69.8,63.1,66.6,65.7
2/1/2017,12:42:25,29807,22240,69.9,63.1,66.7,65.7
2/1/2017,12:42:26,29795,21938,69.9,63.1,66.7,65.7
2/1/2017,12:42:27,29852,20225,69.9,63.1,66.7,65.7
2/1/2017,12:42:28,29854,19598,69.7,63.1,66.6,65.6
2/1/2017,12:42:29,29832,19786,69.7,63.1,66.6,65.6
2/1/2017,12:42:30,29834,18808,69.7,63.1,66.6,65.6
2/1/2017,12:42:31,29908,17358,69.8,63.1,66.7,65.6
2/1/2017,12:42:32,29897,17475,69.8,63.1,66.7,65.6
2/1/2017,12:42:33,29943,16090,69.8,63.1,66.7,65.6
2/1/2017,12:42:34,29976,15669,70,63.1,66.7,65.5
2/1/2017,12:42:35,29964,14924,70,63.1,66.7,65.5
2/1/2017,12:42:36,29941,14278,70.2,63,66.6,65.5
2/1/2017,12:42:37,29938,14094,70.2,63,66.6,65.5
2/1/2017,12:42:38,29981,12896,70.2,63,66.6,65.5
2/1/2017,12:42:39,30047,12178,70.6,63,66.7,65.4
2/1/2017,12:42:40,30098,11537,70.6,63,66.7,65.4
2/1/2017,12:42:41,30135,10464,70.6,63,66.7,65.4
2/1/2017,12:42:42,30056,10876,70.7,63,66.7,65.3
2/1/2017,12:42:43,30098,10272,70.7,63,66.7,65.3
2/1/2017,12:42:44,29987,11127,70.7,63,66.7,65.3
2/1/2017,12:42:45,29977,10430,70.9,63,66.6,65.3
2/1/2017,12:42:46,29944,10346,70.9,63,66.6,65.3
2/1/2017,12:42:47,29891,10815,70.9,63,66.6,65.3
2/1/2017,12:42:48,29895,10947,70.9,63,66.7,65.2
2/1/2017,12:42:49,29925,10224,70.9,63,66.7,65.2
2/1/2017,12:42:50,29879,10892,70.9,63,66.7,65.2
2/1/2017,12:42:51,29964,10543,70.9,63,66.7,65.1
2/1/2017,12:42:52,29815,12324,70.9,63,66.7,65.1
2/1/2017,12:42:53,29607,16272,70.9,63,66.7,65.1
2/1/2017,12:42:54,29643,19461,70.8,63,66.7,65.1
2/1/2017,12:42:55,29596,24141,70.8,63,66.7,65.1
2/1/2017,12:42:56,29484,27692,70.8,63,66.7,65.1
2/1/2017,12:42:57,29485,29432,70.9,63,66.7,65.1
2/1/2017,12:42:58,29757,29702,70.9,63,66.7,65.1
2/1/2017,12:42:59,29935,29885,70.9,63,66.7,65.1
2/1/2017,12:43:00,30023,29970,70.7,63,66.7,65.1
2/1/2017,12:43:01,30075,30023,70.7,63,66.7,65.1
2/1/2017,12:43:02,30102,30053,70.7,63,66.7,65.1
2/1/2017,12:43:03,30127,30074,70.7,63,66.8,65.1
2/1/2017,12:43:04,30137,30085,70.7,63,66.8,65.1
2/1/2017,12:43:05,30143,30092,70.7,63,66.8,65.1
2/1/2017,12:43:06,30125,30075,70.8,63,66.8,65.3
2/1/2017,12:43:07,30085,30035,70.8,63,66.8,65.3
2/1/2017,12:43:08,30068,30016,70.8,63,66.8,65.3
2/1/2017,12:43:09,30059,30000,70.8,63,66.8,65.4
2/1/2017,12:43:10,30055,30007,70.8,63,66.8,65.4
2/1/2017,12:43:11,30056,30007,70.8,63,66.8,65.5
2/1/2017,12:43:12,30021,29375,70.8,63,66.8,65.5
2/1/2017,12:43:13,29868,29714,70.8,63,66.8,65.5
2/1/2017,12:43:14,29750,28670,70.8,63,66.8,65.6
2/1/2017,12:43:15,29664,27736,70.8,63,66.8,65.6
2/1/2017,12:43:16,29569,27977,70.8,63,66.8,65.6
2/1/2017,12:43:17,29584,26354,70.7,63,66.9,65.6
2/1/2017,12:43:18,29559,25895,70.7,63,66.9,65.6
2/1/2017,12:43:19,29456,26283,70.7,63,66.9,65.6
2/1/2017,12:43:20,29445,25786,71,63,66.9,65.7
2/1/2017,12:43:21,29458,25165,71,63,66.9,65.7
2/1/2017,12:43:22,29468,24500,71,63,66.9,65.7
2/1/2017,12:43:23,29496,23735,71,63,66.9,65.6
2/1/2017,12:43:24,29519,23076,71,63,66.9,65.6
2/1/2017,12:43:25,29603,21877,71,63,66.9,65.6
2/1/2017,12:43:26,29681,20670,70.8,63,67,65.7
2/1/2017,12:43:27,29708,19877,70.8,63,67,65.7
2/1/2017,12:43:28,29746,19298,70.8,63,67,65.7
2/1/2017,12:43:29,29805,19051,70.9,63,67,65.6
2/1/2017,12:43:30,29879,18092,70.9,63,67,65.6
2/1/2017,12:43:31,29938,17297,70.9,63,67,65.6
2/1/2017,12:43:32,29979,17032,70.8,63,67,65.6
2/1/2017,12:43:33,30040,16292,70.8,63,67,65.6
2/1/2017,12:43:34,30139,15073,70.8,63,67,65.6
2/1/2017,12:43:35,30115,14800,70.7,63,67,65.5
2/1/2017,12:43:36,30142,14111,70.7,63,67,65.5
2/1/2017,12:43:37,30192,13290,70.7,63,67,65.5
2/1/2017,12:43:38,30170,13501,70.7,63,67,65.5
2/1/2017,12:43:39,30253,11749,70.7,63,67,65.5
2/1/2017,12:43:40,30294,11309,70.7,63,67,65.5
2/1/2017,12:43:41,30357,10639,70.8,63,67.1,65.4
2/1/2017,12:43:42,30321,10464,70.8,63,67.1,65.4
2/1/2017,12:43:43,30324,10184,70.8,63,67.1,65.4
2/1/2017,12:43:44,30246,10727,70.7,63,67.1,65.3
2/1/2017,12:43:45,30221,11007,70.7,63,67.1,65.3
2/1/2017,12:43:46,30249,10164,70.7,63,67.1,65.3
2/1/2017,12:43:47,30184,10658,70.7,63,67.1,65.3
2/1/2017,12:43:48,30191,10631,70.7,63,67.1,65.3
2/1/2017,12:43:49,30182,10631,70.7,63,67.1,65.2
2/1/2017,12:43:50,30186,10143,70.7,63,67.1,65.2
2/1/2017,12:43:51,30115,10705,70.7,63,67.1,65.2
2/1/2017,12:43:52,29776,14046,70.7,63,67.2,65.2
2/1/2017,12:43:53,29496,17610,70.7,63,67.2,65.2
2/1/2017,12:43:54,29148,20995,70.7,63,67.2,65.2
2/1/2017,12:43:56,29336,23800,70.5,63,67.2,65.1
2/1/2017,12:43:57,29317,29051,70.5,63,67.2,65.1
2/1/2017,12:43:58,29721,29669,70.5,63,67.2,65.1
2/1/2017,12:43:59,29957,29906,70.3,63,67.2,65.1
2/1/2017,12:44:00,30037,29984,70.3,63,67.2,65.1
2/1/2017,12:44:01,30063,30011,70.3,63,67.2,65.1
2/1/2017,12:44:02,30070,30021,70.1,63,67.2,65.2
2/1/2017,12:44:03,30068,30014,70.1,63,67.2,65.2
2/1/2017,12:44:04,30060,30010,70.1,63,67.2,65.2
2/1/2017,12:44:05,30051,30006,69.9,63,67.2,65.2
2/1/2017,12:44:06,30050,29997,69.9,63,67.2,65.2
2/1/2017,12:44:07,30043,29988,69.9,63,67.2,65.2
2/1/2017,12:44:08,30051,29994,69.9,63,67.3,65.4
2/1/2017,12:44:09,30058,29975,69.9,63,67.3,65.4
2/1/2017,12:44:10,30062,30011,69.9,63,67.3,65.4
2/1/2017,12:44:11,30062,30013,69.9,63,67.3,65.5
2/1/2017,12:44:12,30064,29979,69.9,63,67.3,65.5
2/1/2017,12:44:13,30041,29915,69.9,63,67.3,65.5
2/1/2017,12:44:14,29913,28717,70,63,67.3,65.6
2/1/2017,12:44:15,29675,29404,70,63,67.3,65.6
2/1/2017,12:44:16,29584,28166,70,63,67.3,65.6
2/1/2017,12:44:17,29537,26914,70.1,63,67.3,65.7
2/1/2017,12:44:18,29410,27461,70.1,63,67.3,65.7
2/1/2017,12:44:19,29437,26236,70.1,63,67.3,65.7
2/1/2017,12:44:20,29452,25068,69.9,63,67.4,65.7
2/1/2017,12:44:21,29406,25368,69.9,63,67.4,65.7
2/1/2017,12:44:22,29451,24854,69.9,63,67.4,65.7
2/1/2017,12:44:23,29529,23917,69.9,63,67.4,65.7
2/1/2017,12:44:24,29616,22828,69.9,63,67.4,65.7
2/1/2017,12:44:25,29728,21793,69.9,63,67.4,65.8
2/1/2017,12:44:26,29840,20875,69.9,63,67.4,65.8
2/1/2017,12:44:27,29870,20697,69.9,63,67.4,65.8
2/1/2017,12:44:28,29904,20905,69.9,63,67.4,65.7
2/1/2017,12:44:29,29942,20233,69.9,63,67.4,65.7
2/1/2017,12:44:30,30107,18322,69.9,63,67.4,65.7
2/1/2017,12:44:31,30148,18062,70.1,63,67.5,65.7
2/1/2017,12:44:32,30107,17495,70.1,63,67.5,65.7
2/1/2017,12:44:33,30189,16708,70.1,63,67.5,65.7
2/1/2017,12:44:34,30144,16022,70.2,63,67.5,65.6
2/1/2017,12:44:35,30142,15416,70.2,63,67.5,65.6
2/1/2017,12:44:36,30147,14520,70.2,63,67.5,65.6
2/1/2017,12:44:37,30101,14424,70.5,63,67.5,65.6
2/1/2017,12:44:38,30092,12917,70.5,63,67.5,65.6
2/1/2017,12:44:39,30132,12375,70.5,63,67.5,65.6
2/1/2017,12:44:40,30145,12198,70.5,63,67.5,65.5
2/1/2017,12:44:41,30198,10889,70.5,63,67.5,65.5
2/1/2017,12:44:42,30224,10326,70.5,63,67.5,65.5
2/1/2017,12:44:43,30188,10530,70.4,63,67.5,65.5
2/1/2017,12:44:44,30137,10674,70.4,63,67.5,65.5
2/1/2017,12:44:45,30055,10358,70.4,63,67.5,65.5
2/1/2017,12:44:46,29942,11049,70.3,63,67.6,65.4
2/1/2017,12:44:47,30007,10353,70.3,63,67.6,65.4
2/1/2017,12:44:48,29928,11056,70.3,63,67.6,65.4
2/1/2017,12:44:49,29996,10262,70.4,63,67.6,65.3
2/1/2017,12:44:50,29933,10308,70.4,63,67.6,65.3
2/1/2017,12:44:51,29856,10998,70.4,63,67.6,65.3
2/1/2017,12:44:52,29932,10319,70.4,63,67.6,65.3
2/1/2017,12:44:53,29517,14630,70.4,63,67.6,65.3
2/1/2017,12:44:54,29373,17840,70.4,63,67.6,65.3
2/1/2017,12:44:55,29290,21449,70.3,63,67.6,65.2
2/1/2017,12:44:56,29307,25250,70.3,63,67.6,65.2
2/1/2017,12:44:57,29324,29106,70.2,63,67.7,65.2
2/1/2017,12:44:58,29745,29688,70.2,63,67.7,65.2
2/1/2017,12:44:59,29890,29835,70.2,63,67.7,65.2
2/1/2017,12:45:00,29968,29915,70.3,63,67.7,65.2
2/1/2017,12:45:01,30018,29965,70.3,63,67.7,65.2
2/1/2017,12:45:02,30049,29995,70.3,63,67.7,65.2
2/1/2017,12:45:03,30068,30016,70.3,63,67.7,65.3
2/1/2017,12:45:04,30083,30029,70.3,63,67.7,65.3
2/1/2017,12:45:05,30091,30038,70.3,63,67.7,65.3
2/1/2017,12:45:06,30096,30042,70.4,63,67.7,65.4
2/1/2017,12:45:07,30092,30042,70.4,63,67.7,65.4
2/1/2017,12:45:08,30074,30021,70.4,63,67.7,65.4
2/1/2017,12:45:09,30060,30009,70.2,63,67.8,65.6
2/1/2017,12:45:10,30056,29999,70.2,63,67.8,65.6
2/1/2017,12:45:11,30055,30002,70.2,63,67.8,65.6
2/1/2017,12:45:12,30041,29992,70.2,63,67.8,65.7
2/1/2017,12:45:13,29917,29854,70.2,63,67.8,65.7
2/1/2017,12:45:14,29828,28638,70.2,63,67.8,65.7
2/1/2017,12:45:15,29664,28998,70.1,63,67.8,65.8
2/1/2017,12:45:16,29597,27992,70.1,63,67.8,65.8
2/1/2017,12:45:17,29587,27040,70.1,63,67.8,65.8
2/1/2017,12:45:18,29553,27125,70.3,63,67.8,65.8
2/1/2017,12:45:19,29591,26608,70.3,63,67.8,65.8
2/1/2017,12:45:20,29659,25715,70.3,63,67.8,65.8
2/1/2017,12:45:21,29741,24983,70.5,63,67.8,65.8
2/1/2017,12:45:22,29833,24316,70.5,63,67.8,65.8
2/1/2017,12:45:23,29921,23502,70.5,63,67.8,65.8
2/1/2017,12:45:24,29934,23317,70.4,63,67.9,65.9
2/1/2017,12:45:25,29924,22726,70.4,63,67.9,65.9
2/1/2017,12:45:26,29880,21998,70.4,63,67.9,65.9
2/1/2017,12:45:27,29816,21204,70.6,63,67.9,65.8
2/1/2017,12:45:28,29666,20458,70.6,63,67.9,65.8
2/1/2017,12:45:29,29855,19089,70.6,63,67.9,65.8
2/1/2017,12:45:30,29933,18373,70.6,63,67.9,65.8
2/1/2017,12:45:31,29977,18145,70.6,63,67.9,65.8
2/1/2017,12:45:32,30008,17255,70.6,63,67.9,65.8
2/1/2017,12:45:33,30032,16282,70.6,63,67.9,65.8
2/1/2017,12:45:34,30083,15798,70.6,63,67.9,65.8
2/1/2017,12:45:35,30056,15060,70.7,63,67.9,65.7
2/1/2017,12:45:36,29995,14790,70.7,63,67.9,65.7
2/1/2017,12:45:37,29976,14323,70.7,63,67.9,65.7
2/1/2017,12:45:38,30042,12736,71,63,68,65.7
2/1/2017,12:45:39,30029,12386,71,63,68,65.7
2/1/2017,12:45:40,30050,11944,71,63,68,65.7
2/1/2017,12:45:41,30099,11144,70.9,63,68,65.6
2/1/2017,12:45:42,30133,10400,70.9,63,68,65.6
2/1/2017,12:45:43,30066,10325,70.9,63,68,65.6
2/1/2017,12:45:44,29960,11048,71.1,63,68,65.5
2/1/2017,12:45:45,30004,10396,71.1,63,68,65.5
2/1/2017,12:45:46,29958,10297,71.1,63,68,65.5
2/1/2017,12:45:47,29871,10883,71.2,63,68,65.5
2/1/2017,12:45:48,29898,10604,71.2,63,68,65.5
2/1/2017,12:45:49,29883,10631,71.2,63,68,65.5
2/1/2017,12:45:50,29951,10168,71.2,63,68,65.4
2/1/2017,12:45:51,29878,10508,71.2,63,68,65.4
2/1/2017,12:45:52,29804,11276,71.2,63,68,65.4
2/1/2017,12:45:53,29571,14401,71.2,63,68.1,65.4
2/1/2017,12:45:54,29417,18006,71.2,63,68.1,65.4
2/1/2017,12:45:55,29180,23214,71.2,63,68.1,65.4
2/1/2017,12:45:56,29212,26392,71.2,63,68.1,65.3
2/1/2017,12:45:57,29319,29263,71.2,63,68.1,65.3
2/1/2017,12:45:58,29754,29700,71.2,63,68.1,65.3
2/1/2017,12:45:59,29904,29852,70.9,63,68.1,65.3
2/1/2017,12:46:00,30021,29968,70.9,63,68.1,65.3
2/1/2017,12:46:01,30110,30059,70.9,63,68.1,65.3
2/1/2017,12:46:02,30172,30121,70.7,63,68.1,65.3
2/1/2017,12:46:03,30193,30142,70.7,63,68.1,65.3
2/1/2017,12:46:04,30155,30105,70.5,63,68.1,65.5
2/1/2017,12:46:05,30150,30053,70.5,63,68.1,65.5
2/1/2017,12:46:06,30204,29780,70.5,63,68.1,65.5
2/1/2017,12:46:07,30203,30149,70.6,63,68.2,65.6
2/1/2017,12:46:08,30214,30125,70.6,63,68.2,65.6
2/1/2017,12:46:09,30221,29767,70.6,63,68.2,65.6
2/1/2017,12:46:10,30191,30100,70.8,63,68.2,65.7
2/1/2017,12:46:11,30184,30132,70.8,63,68.2,65.7
2/1/2017,12:46:12,30159,30101,70.8,63,68.2,65.7
2/1/2017,12:46:13,30098,29980,70.7,63,68.2,65.8
2/1/2017,12:46:14,30042,28811,70.7,63,68.2,65.8
2/1/2017,12:46:15,29945,28399,70.7,63,68.2,65.8
2/1/2017,12:46:16,29850,28458,70.8,63,68.2,65.9
2/1/2017,12:46:17,29796,27072,70.8,63,68.2,65.9
2/1/2017,12:46:18,29743,26066,70.8,63,68.2,65.9
2/1/2017,12:46:19,29468,26594,70.7,63,68.2,66
2/1/2017,12:46:20,29541,25888,70.7,63,68.2,66
2/1/2017,12:46:21,29696,24771,70.7,63,68.2,66
2/1/2017,12:46:22,29783,23599,70.7,63,68.3,66
2/1/2017,12:46:23,29820,22846,70.7,63,68.3,66
2/1/2017,12:46:24,29844,22247,70.7,63,68.3,66
2/1/2017,12:46:25,29890,21506,70.9,63,68.3,66
2/1/2017,12:46:26,29897,20854,70.9,63,68.3,66
2/1/2017,12:46:27,29931,20000,70.9,63,68.3,66
2/1/2017,12:46:28,29849,19855,70.9,63,68.3,66
2/1/2017,12:46:29,29826,19703,70.9,63,68.3,66
2/1/2017,12:46:30,29868,18327,70.9,63,68.3,66
2/1/2017,12:46:31,29860,17788,70.8,63,68.3,65.9
2/1/2017,12:46:32,29849,17743,70.8,63,68.3,65.9
2/1/2017,12:46:33,29961,15854,70.8,63,68.3,65.9
2/1/2017,12:46:34,29949,15744,70.7,63,68.4,65.9
2/1/2017,12:46:35,29963,14785,70.7,63,68.4,65.9
2/1/2017,12:46:36,29949,14804,70.7,63,68.4,65.9
2/1/2017,12:46:37,30012,13364,70.7,63,68.4,65.8
2/1/2017,12:46:38,30023,12864,70.7,63,68.4,65.8
2/1/2017,12:46:39,30029,12155,70.6,63,68.4,65.8
2/1/2017,12:46:40,30077,11518,70.6,63,68.4,65.8
2/1/2017,12:46:41,30111,10761,70.6,63,68.4,65.8
2/1/2017,12:46:42,30134,10074,70.5,63,68.4,65.7
2/1/2017,12:46:43,30034,10674,70.5,63,68.4,65.7
2/1/2017,12:46:44,30027,10488,70.5,63,68.4,65.7
2/1/2017,12:46:45,29919,10614,70.6,63,68.4,65.6
2/1/2017,12:46:46,29959,9986,70.6,63,68.4,65.6
2/1/2017,12:46:47,29881,10354,70.6,63,68.4,65.6
2/1/2017,12:46:48,29797,11084,70.8,63,68.5,65.6
2/1/2017,12:46:49,29855,10399,70.8,63,68.5,65.6
2/1/2017,12:46:50,29795,10471,70.8,63,68.5,65.6
2/1/2017,12:46:51,29854,9958,70.7,63,68.5,65.5
2/1/2017,12:46:52,29616,12195,70.7,63,68.5,65.5
2/1/2017,12:46:53,29419,15296,70.7,63,68.5,65.5
2/1/2017,12:46:54,29182,20047,70.7,63,68.5,65.5
2/1/2017,12:46:55,29292,23037,70.7,63,68.5,65.5
2/1/2017,12:46:56,29342,27450,70.7,63,68.5,65.5
2/1/2017,12:46:57,29649,29599,70.7,63,68.5,65.4
2/1/2017,12:46:58,30003,29951,70.7,63,68.5,65.4
2/1/2017,12:46:59,30101,30050,70.7,63,68.5,65.4
2/1/2017,12:47:00,30167,30067,70.8,63,68.5,65.4
2/1/2017,12:47:01,30121,30044,70.8,63,68.5,65.4
2/1/2017,12:47:02,30147,29883,70.8,63,68.5,65.4
2/1/2017,12:47:03,30156,29935,71,63,68.6,65.5
2/1/2017,12:47:04,30146,29977,71,63,68.6,65.5
2/1/2017,12:47:05,30091,29976,71,63,68.6,65.5
2/1/2017,12:47:06,30092,30038,70.7,63,68.6,65.7
2/1/2017,12:47:07,30131,30085,70.7,63,68.6,65.7
2/1/2017,12:47:08,30170,29880,70.7,63,68.6,65.7
2/1/2017,12:47:09,30155,30011,70.8,63,68.6,65.8
2/1/2017,12:47:10,30176,29949,70.8,63,68.6,65.8
2/1/2017,12:47:11,30176,29995,70.8,63,68.6,65.8
2/1/2017,12:47:12,30155,29409,70.6,63,68.6,66
2/1/2017,12:47:13,29972,29858,70.6,63,68.6,66
2/1/2017,12:47:14,29880,28368,70.6,63,68.6,66
2/1/2017,12:47:15,29716,28426,70.6,63,68.6,66
2/1/2017,12:47:16,29606,27942,70.6,63,68.6,66
2/1/2017,12:47:17,29613,26871,70.7,63,68.7,66.1
2/1/2017,12:47:18,29571,26746,70.7,63,68.7,66.1
2/1/2017,12:47:19,29552,26537,70.7,63,68.7,66.1
2/1/2017,12:47:20,29560,25877,70.6,63,68.7,66.1
2/1/2017,12:47:21,29575,25290,70.6,63,68.7,66.1
2/1/2017,12:47:22,29606,24480,70.6,63,68.7,66.1
2/1/2017,12:47:23,29628,23830,70.6,63,68.7,66.1
2/1/2017,12:47:24,29641,23204,70.6,63,68.7,66.1
2/1/2017,12:47:25,29672,22362,70.6,63,68.7,66.1
2/1/2017,12:47:26,29744,21223,70.7,63,68.8,66.1
2/1/2017,12:47:27,29814,20064,70.7,63,68.8,66.1
2/1/2017,12:47:28,29842,19311,70.7,63,68.8,66.1
2/1/2017,12:47:29,29851,19206,70.8,63,68.7,66.1
2/1/2017,12:47:30,29868,18626,70.8,63,68.7,66.1
2/1/2017,12:47:31,29956,17265,70.8,63,68.7,66.1
2/1/2017,12:47:32,29978,17031,71,63,68.8,66.1
2/1/2017,12:47:33,29958,16593,71,63,68.8,66.1
2/1/2017,12:47:34,30042,15084,71,63,68.8,66.1
2/1/2017,12:47:35,30037,15038,71,63,68.8,66
2/1/2017,12:47:36,30104,13637,71,63,68.8,66
2/1/2017,12:47:37,30058,13552,71,63,68.8,66
2/1/2017,12:47:38,30020,13303,70.9,63,68.8,65.9
2/1/2017,12:47:39,30034,12572,70.9,63,68.8,65.9
2/1/2017,12:47:40,30108,11622,70.9,63,68.8,65.9
2/1/2017,12:47:41,30171,10393,70.9,63,68.9,65.9
2/1/2017,12:47:42,30222,9942,70.9,63,68.9,65.9
2/1/2017,12:47:43,30153,10380,70.9,63,68.9,65.9
2/1/2017,12:47:44,30095,10935,70.9,63,68.9,65.8
2/1/2017,12:47:45,30143,10421,70.9,63,68.9,65.8
2/1/2017,12:47:46,30091,10480,71,63,68.9,65.8
2/1/2017,12:47:47,30055,10854,71,63,68.9,65.8
2/1/2017,12:47:48,30120,10339,71,63,68.9,65.8
2/1/2017,12:47:49,30107,10203,71,63,68.9,65.7
2/1/2017,12:47:50,30041,10914,71,63,68.9,65.7
2/1/2017,12:47:52,30145,10264,71,63,68.9,65.7
2/1/2017,12:47:53,29933,12937,70.9,63,68.9,65.6
2/1/2017,12:47:54,29770,16332,70.9,63,68.9,65.6
2/1/2017,12:47:55,29724,19797,70.9,63,68.9,65.6
2/1/2017,12:47:56,29458,24710,71,63,69,65.6
2/1/2017,12:47:57,29263,27799,71,63,69,65.6
2/1/2017,12:47:58,29470,29413,71,63,69,65.6
2/1/2017,12:47:59,29823,29767,71,63,69,65.6
2/1/2017,12:48:00,29972,29918,71,63,69,65.6
2/1/2017,12:48:01,30048,29997,71,63,69,65.6
2/1/2017,12:48:02,30092,30043,70.8,63,69,65.6
2/1/2017,12:48:03,30119,30066,70.8,63,69,65.6
2/1/2017,12:48:04,30132,30081,70.8,63,69,65.6
2/1/2017,12:48:05,30141,30091,70.6,63,69,65.7
2/1/2017,12:48:06,30116,30061,70.6,63,69,65.7
2/1/2017,12:48:07,30089,30036,70.6,63,69,65.7
2/1/2017,12:48:08,30075,30022,70.7,63,69,65.9
2/1/2017,12:48:09,30061,30009,70.7,63,69,65.9
2/1/2017,12:48:10,30053,30003,70.7,63,69,65.9
2/1/2017,12:48:11,30055,30001,70.7,63,69.1,66
2/1/2017,12:48:12,30059,30000,70.7,63,69.1,66
2/1/2017,12:48:13,30003,29923,70.7,63,69.1,66
2/1/2017,12:48:14,29904,29237,71,63,69.1,66.1
2/1/2017,12:48:15,29788,28212,71,63,69.1,66.1
2/1/2017,12:48:16,29600,28851,71,63,69.1,66.1
2/1/2017,12:48:17,29586,27432,70.9,63,69.1,66.2
2/1/2017,12:48:18,29586,26440,70.9,63,69.1,66.2
2/1/2017,12:48:19,29504,26872,70.9,63,69.1,66.2
2/1/2017,12:48:20,29535,26042,70.9,63,69.1,66.3
2/1/2017,12:48:21,29563,24815,70.9,63,69.1,66.3
2/1/2017,12:48:22,29603,23802,70.7,63,69.1,66.3
2/1/2017,12:48:23,29606,23355,70.7,63,69.1,66.3
2/1/2017,12:48:24,29580,23312,70.7,63,69.1,66.3
2/1/2017,12:48:25,29620,22583,70.3,63,69.2,66.3
2/1/2017,12:48:26,29649,22057,70.3,63,69.2,66.3
2/1/2017,12:48:27,29691,21383,70.3,63,69.2,66.3
2/1/2017,12:48:28,29769,20568,70.3,63,69.2,66.3
2/1/2017,12:48:29,29838,19227,70.3,63,69.2,66.3
2/1/2017,12:48:30,29850,19288,70.3,63,69.2,66.3
2/1/2017,12:48:31,29935,18102,70.3,63,69.2,66.2
2/1/2017,12:48:32,29989,17468,70.3,63,69.2,66.2
2/1/2017,12:48:33,30013,17359,70.3,63,69.2,66.2
2/1/2017,12:48:34,30132,15770,70.4,63,69.2,66.2
2/1/2017,12:48:35,30175,15402,70.4,63,69.2,66.2
2/1/2017,12:48:36,30218,14450,70.4,63,69.2,66.2
2/1/2017,12:48:37,30243,14373,70.2,63,69.2,66.1
2/1/2017,12:48:38,30333,13092,70.2,63,69.2,66.1
2/1/2017,12:48:39,30342,12654,70.2,63,69.2,66.1
2/1/2017,12:48:40,30396,11908,70.2,63,69.3,66.1
2/1/2017,12:48:41,30448,10965,70.2,63,69.3,66.1
2/1/2017,12:48:42,30484,10381,70.2,63,69.3,66.1
2/1/2017,12:48:43,30451,10554,70.5,63,69.3,66
2/1/2017,12:48:44,30423,10547,70.5,63,69.3,66
2/1/2017,12:48:45,30425,10015,70.5,63,69.3,66
2/1/2017,12:48:46,30240,11215,70.6,63,69.3,65.9
2/1/2017,12:48:47,30299,10399,70.6,63,69.3,65.9
2/1/2017,12:48:48,30210,10381,70.6,63,69.3,65.9
2/1/2017,12:48:49,30103,11081,70.5,63,69.3,65.9
2/1/2017,12:48:50,30117,10612,70.5,63,69.3,65.9
2/1/2017,12:48:51,30040,10686,70.5,63,69.3,65.9
2/1/2017,12:48:52,30082,10000,70.3,63,69.3,65.8
